month,division_name,total_employees,total_records,avg_weekly_work_hours,avg_weekly_claimed_hours,avg_efficiency_percent,avg_confidence_percent,total_monthly_work_hours,total_monthly_claimed_hours
2025-01,"세포주개발그룹",21,432,38.23,40.44,103.48,5498.84,3302.81,3493.75
2025-01,"정제공정개발그룹",20,353,42.12,43.81,105.1,5133.14,2973.95,3092.85
2025-01,"Audit & Inspection그룹",18,293,42.01,44.24,100.81,4996.59,2461.51,2592.72
2025-01,"New Modality그룹",18,337,45.77,47.7,99.93,5591.99,3085.03,3215.15
2025-01,"Pilot Manufacturing그룹",18,380,41.69,43.39,106.03,5094.74,3168.8,3297.95
2025-01,"Quality Management그룹",18,301,47.11,49.55,104.91,5049.83,2835.75,2982.75
2025-01,"정보전략그룹",18,302,43.32,46.58,99.98,5667.22,2616.57,2813.45
2025-01,"NPI Oversight그룹",17,324,40.71,43.23,98.05,5057.1,2637.7,2801.55
2025-01,"QES그룹",17,272,45.82,47.82,104.27,5224.26,2492.57,2601.4
2025-01,"Quality Improvement그룹",17,281,44.67,46.83,104.67,5021.35,2510.56,2631.85
2025-01,"배양공정개발그룹",16,329,37.83,39.47,103.4,5265.96,2489.18,2597.28
2025-01,"항체기술개발그룹",16,258,43.39,46.02,100.31,5800.39,2239.04,2374.58
2025-01,"ADC/mRNA제조그룹",15,321,44.93,46.6,90.56,5422.12,2884.31,2991.67
2025-01,"Facility&Utility Engineering그룹",15,266,41.1,43.72,90.87,5221.8,2186.38,2325.98
2025-01,"Non-Routine시험그룹",14,247,43.13,46.05,104.56,5815.79,2130.58,2274.77
2025-01,"PM3그룹",14,216,41.02,42.74,86.77,5520.83,1772.06,1846.27
2025-01,"구매전략그룹",14,247,39.56,42.61,95.01,5174.09,1954.25,2105.08
2025-01,"AAV기술그룹",13,212,43.75,46.61,84.76,5686.32,1854.9,1976.42
2025-01,"DI 개선 T/F",13,213,47.53,49.82,99.67,5037.56,2024.96,2122.48
2025-01,"Material QA그룹",13,238,40.84,43.04,101.9,5012.61,1944.14,2048.78
2025-01,"PM1그룹",13,221,41.69,43.22,91.6,5373.3,1842.83,1910.17
2025-01,"PM2그룹",13,211,43.49,45.08,95.86,5324.64,1835.45,1902.35
2025-01,"QC Compliance그룹",13,237,47.73,49.26,107.11,4833.33,2262.33,2335.1
2025-01,"재무그룹",13,240,51.76,53.13,98.87,5225,2484.65,2550.4
2025-01,"ADC공정개발그룹",12,216,44.27,46.67,94.49,5594.91,1912.54,2016.1
2025-01,"EBS그룹",12,210,43.68,46.27,102.58,5295.24,1834.42,1943.4
2025-01,"MFG QA 2그룹",12,243,43.94,45.02,40.06,4917.7,2135.68,2187.93
2025-01,"경영지원그룹",12,215,51.38,52.69,102.87,5176.74,2209.13,2265.63
2025-01,"오퍼레이션지원그룹",12,186,41.25,42.78,99.47,5053.76,1534.67,1591.33
2025-01,"외주구매그룹",12,223,40.01,43.05,105.3,5125.56,1784.29,1920.17
2025-01,"운영그룹",12,213,50.02,51.5,94.04,5157.28,2131.06,2193.75
2025-01,"제형개발그룹",12,206,43.34,45.28,104.83,5186.89,1785.59,1865.47
2025-01,"BPM그룹",11,193,41.23,44.02,102.18,5347.15,1591.61,1699.22
2025-01,"Digital Excellence그룹",11,176,43.04,44.85,106.22,4926.14,1515.14,1578.7
2025-01,"MFG Investigation QA그룹",11,190,45.56,47.5,101.42,5050,1731.15,1804.82
2025-01,"P5 T/F",11,209,45.49,45.92,7.44,4791.87,1901.5,1919.27
2025-01,"건설안전그룹",11,195,41.97,43.94,57.33,5205.13,1636.86,1713.72
2025-01,"ADC T/F",10,190,42.18,44.6,57.8,5126.32,1602.95,1694.97
2025-01,"CSV그룹",10,175,45.34,47.63,104.69,5134.29,1587.01,1667.12
2025-01,"ESG그룹",10,159,43.67,45.27,99.81,5374.21,1388.56,1439.6
2025-01,"Market Intelligence팀",10,152,41.97,43.76,97.9,5200.66,1275.83,1330.42
2025-01,"RM그룹",10,185,49.48,51.1,102.98,5254.05,1830.85,1890.87
2025-01,"인프라복지그룹",10,179,50.65,52.34,93.76,5402.23,1813.4,1873.65
2025-01,"ADC분석개발그룹",9,166,43.29,45.76,100.86,5695.78,1437.2,1519.12
2025-01,"CDO지원그룹",9,153,46.05,48.39,106.91,5065.36,1409.15,1480.72
2025-01,"DP Tech Transfer그룹",9,165,41.49,43.97,47.21,5321.21,1369.02,1450.85
2025-01,"OES혁신그룹",9,169,40.1,42.7,103.08,5334.32,1355.33,1443.27
2025-01,"P6 T/F",9,152,42.58,44.74,74.72,5125,1294.42,1360.23
2025-01,"PJT정산관리그룹",9,143,39.43,40.77,96.73,5241.26,1127.6,1165.95
2025-01,"PM4그룹",9,144,43.58,45.17,100.39,5059.03,1254.97,1300.77
2025-01,"기획그룹",9,139,49.79,51.11,99.3,5136.69,1384.25,1420.85
2025-01,"설비구매그룹",9,161,38.41,41.42,97.34,5149.07,1236.68,1333.7
2025-01,"세무그룹",9,158,48.42,50.3,100.91,5088.61,1529.99,1589.47
2025-01,"제도보상그룹",9,156,56.06,57.6,96.15,5173.08,1749.07,1797.07
2025-01,"환경그룹",9,150,47.72,50.17,99.42,5043.33,1431.57,1504.98
2025-01,"DP Tech Support그룹",8,159,41.82,44.38,95.77,5490.57,1329.89,1411.37
2025-01,"Development QA그룹",8,127,40.27,42.73,104.89,5023.62,1022.93,1085.43
2025-01,"MSAT Digitalization그룹",8,135,42.02,44.19,99.21,5466.67,1134.42,1193.08
2025-01,"Regulatory Affairs그룹",8,139,39.02,41.21,102.86,4996.4,1084.73,1145.58
2025-01,"Sales Operation그룹",8,128,41.28,43.49,103.18,5257.81,1056.84,1113.32
2025-01,"인력운영그룹",8,126,50.08,51.69,102.75,5214.29,1262.02,1302.6
2025-01,"진단그룹",8,144,44.16,45.93,103.46,5225.69,1271.73,1322.92
2025-01,"AI&I그룹",7,119,39.89,42.32,102.45,5516.81,949.31,1007.18
2025-01,"CM개발그룹",7,120,44.32,46.1,96.46,5229.17,1063.62,1106.45
2025-01,"Contract그룹",7,112,42.32,44.48,82.92,5401.79,948.02,996.43
2025-01,"Facility Reliability그룹",7,122,41.41,43.71,103.07,4959.02,1010.34,1066.47
2025-01,"Master Data Management그룹",7,126,43.16,46.37,97.88,5567.46,1087.57,1168.57
2025-01,"Open Innovation그룹",7,119,41.56,44.55,107.84,5277.31,989.2,1060.27
2025-01,"QC Performance관리그룹",7,124,51.21,53.2,103.87,4895.16,1270.07,1319.47
2025-01,"경력채용그룹",7,121,44.15,45.83,103.94,5305.79,1068.37,1109.1
2025-01,"내부회계운영그룹",7,125,42.37,44.19,103.41,5340,1059.2,1104.77
2025-01,"노사협력그룹",7,120,49.55,51.58,101.29,5545.83,1189.18,1237.85
2025-01,"브랜드마케팅그룹",7,125,42.54,44.24,102.07,5116,1063.45,1105.97
2025-01,"정보보호팀",7,119,44.77,46.51,88.27,4911.76,1065.6,1107
2025-01,"항체기술응용그룹",7,130,42.5,44.2,100.66,5634.62,1104.89,1149.2
2025-01,"APAC Sales그룹",6,96,44.83,46.47,101.03,5307.29,860.73,892.27
2025-01,"Bio R&D지원그룹",6,98,40.52,42.95,102,5576.53,794.1,841.75
2025-01,"IR팀",6,98,43.45,44.95,100.68,5260.2,851.56,880.93
2025-01,"MSAT Compliance그룹",6,106,41.37,43.14,104.36,5353.77,877.04,914.5
2025-01,"Operational Excellence그룹",6,120,39.78,41.64,96.76,4995.83,954.73,999.35
2025-01,"PM Biz Excellence파트",6,97,40.39,42.19,100.27,5247.42,783.63,818.4
2025-01,"mRNA기술그룹",6,103,41.7,43.77,106.37,5354.37,858.96,901.75
2025-01,"미디어커뮤니케이션그룹",6,91,44.72,47.62,94.46,5032.97,813.87,866.77
2025-01,"신사업추진 T/F",6,88,46.67,48.84,83.39,5380.68,821.45,859.62
2025-01,"신입채용그룹",6,99,42.78,45.89,97.29,5878.79,847.06,908.6
2025-01,"전략마케팅파트",6,102,39.9,41.32,101.87,5107.84,814.05,842.9
2025-01,"준법그룹",6,102,45.96,48.34,90.54,5583.33,937.52,986.17
2025-01,"투자기획그룹",6,107,42.48,43.88,90.8,5214.95,909.02,939
2025-01,"Batch Disposition그룹",5,69,43.9,46.34,103.07,4963.77,605.87,639.45
2025-01,"CMO SE1그룹",5,86,46.31,47.95,94.08,5220.93,796.48,824.73
2025-01,"CMO SE2그룹",5,79,45.14,46.81,99.04,5094.94,713.23,739.58
2025-01,"Client Quality 3그룹",5,88,45.49,47.93,107.58,4954.55,800.56,843.58
2025-01,"HR Strategy그룹",5,85,51.41,52.73,86.3,5147.06,873.98,896.4
2025-01,"MSAT Planning그룹",5,84,42.3,44.2,105.07,5339.29,710.67,742.48
2025-01,"SHE전략파트",5,84,48.19,50.7,105.26,4857.14,809.56,851.83
2025-01,"국내법무그룹",5,76,44.68,46.8,101.34,6572.37,679.15,711.32
2025-01,"기술교육그룹",5,83,44.11,46.31,99.26,5337.35,732.23,768.77
2025-01,"뉴미디어그룹",5,84,47.19,50.04,107.08,4952.38,792.85,840.7
2025-01,"마케팅팀",5,79,42.5,43.92,101.15,5215.19,671.5,693.9
2025-01,"미디어마케팅그룹",5,85,43.95,46.08,103.27,5347.06,747.16,783.35
2025-01,"사업개발그룹",5,82,42.53,44.36,100.48,5298.78,697.5,727.58
2025-01,"조직문화그룹",5,77,45.52,47.67,93.44,5629.87,700.95,734.12
2025-01,"해외법무그룹",5,88,44.25,46.21,101.87,5772.73,778.83,813.27
2025-01,"Client Quality 1그룹",4,71,43.12,45.25,104.14,5000,612.3,642.57
2025-01,"Compliance그룹",4,71,44.34,47.18,103.18,6478.87,629.61,669.97
2025-01,"Leadership개발그룹",4,69,43.93,45.77,96.28,5398.55,606.25,631.65
2025-01,"Operational Technology그룹",4,71,40.48,43.13,100.66,5056.34,574.8,612.48
2025-01,"대외협력팀",4,69,42.85,48.22,80.66,5528.99,591.29,665.43
2025-01,"설비기술연구그룹",4,68,40.98,44.29,96.72,5610.29,557.3,602.28
2025-01,"CDO SE그룹",3,43,47.79,49.56,74.86,5569.77,410.97,426.22
2025-01,"Client Quality 2그룹",3,57,48.5,50.52,104.29,4903.51,552.85,575.92
2025-01,"DNA기술그룹",3,29,41.05,43.82,100.63,5827.59,238.11,254.13
2025-01,"DP PFS 수행 T/F",3,53,39.38,42.26,72.81,5820.75,417.46,447.98
2025-01,"Global PA파트",3,50,41.66,43.15,96.88,5260,416.58,431.5
2025-01,"Plant 1팀",3,62,39.24,41.23,100.59,5516.13,486.62,511.2
2025-01,"Plant 2팀",3,60,40.65,42.94,100.47,5416.67,487.78,515.28
2025-01,"Plant 4A팀",3,60,44.79,47.37,104.53,5308.33,537.43,568.45
2025-01,"Quality PMO그룹",3,63,47.53,49.92,102.69,5126.98,598.82,628.97
2025-01,"CDO개발센터",2,34,50.8,53.12,101.12,4985.29,345.47,361.2
2025-01,"E&F담당",2,35,39.34,41.78,100.64,5514.29,275.41,292.45
2025-01,"EPCV센터",2,37,47.69,50.71,102.34,5027.03,352.94,375.23
2025-01,"Plant 3팀",2,38,49.18,51.48,100.95,4855.26,373.76,391.22
2025-01,"Plant 4B팀",2,35,42.18,44.06,110.74,4857.14,295.24,308.45
2025-01,"Talent Management팀",2,37,43.7,45.5,90.58,5459.46,323.42,336.67
2025-01,"영업센터",2,29,41.04,43.29,90.75,5051.72,238.03,251.07
2025-01,"오퍼레이션센터",2,36,39.28,41.56,100.68,5000,282.81,299.25
2025-01,"오퍼레이션혁신팀",2,34,43.7,45.8,93.6,5220.59,297.15,311.47
2025-01,"ADC/mRNA운영팀",1,18,40.91,42.93,106.47,6277.78,147.28,154.53
2025-01,"ASAT팀",1,15,52.75,55.48,101.34,4833.33,158.25,166.43
2025-01,"CMC Support팀",1,20,51.39,54.41,103.37,5050,205.55,217.63
2025-01,"Client Quality팀",1,19,45.16,47.57,105.38,4973.68,171.62,180.78
2025-01,"Compliance QA팀",1,19,45.4,47.26,98.46,4973.68,172.52,179.6
2025-01,"DP Compliance팀",1,19,39.79,43.04,105.65,5447.37,151.2,163.55
2025-01,"Facility Operation팀",1,24,40.31,42.94,99.12,4895.83,193.49,206.13
2025-01,"Facility Technology팀",1,20,41.19,43.96,77.74,5175,164.75,175.83
2025-01,"GT기술Lab",1,17,41.43,43.56,109.34,5205.88,140.85,148.1
2025-01,"Learning·Development팀",1,17,51.01,52.41,103.88,5235.29,173.45,178.2
2025-01,"MSAT 1팀",1,20,38.56,39.85,89.39,5125,154.26,159.38
2025-01,"MSAT 2팀",1,22,43.21,45.11,102.2,5000,190.13,198.5
2025-01,"MSAT PD팀",1,20,43.9,47.11,89.75,5600,175.6,188.43
2025-01,"MSAT Technical Excellence팀",1,21,50.59,52.01,103.12,4833.33,212.5,218.43
2025-01,"People센터",1,18,38.72,40.56,106.1,5222.22,139.41,146.03
2025-01,"Plant 5팀",1,21,45.31,47.47,22.19,5071.43,190.28,199.37
2025-01,"QC Operations팀",1,18,57.51,59.26,97.74,4750,207.04,213.33
2025-01,"QC Support팀",1,18,57.61,59.94,108.46,4750,207.4,215.8
2025-01,"Sales&Operation팀",1,18,52,53.57,106.36,5250,187.18,192.85
2025-01,"Talent Acquisition팀",1,18,41.95,43.9,102.04,5888.89,151.01,158.03
2025-01,"Technical QA팀",1,18,48.5,50.66,107.22,4944.44,174.62,182.37
2025-01,"Validation팀",1,17,33.17,38.21,98.65,5352.94,112.79,129.92
2025-01,"바이오연구소",1,1,53.33,56.25,3.26,7000,10.67,11.25
2025-01,"선행공정개발Lab",1,14,47.16,49.53,83.37,5714.29,132.06,138.68
2025-01,"안전환경팀",1,22,41.09,44,96.68,5022.73,180.81,193.6
2025-01,"이물검사·패키징팀",1,25,40.72,42.55,104.91,5620,203.59,212.73
2025-01,"인프라복지팀",1,13,57.34,58.9,100.62,5115.38,149.09,153.13
2025-01,"지속가능경영팀",1,16,43.33,44.66,103.32,5156.25,138.65,142.92
2025-01,"항체배양PD팀",1,17,39.69,41.21,103.26,5088.24,134.95,140.12
2025-01,"항체정제PD팀",1,8,52.16,55.8,103.3,5250,83.45,89.28
