month,division_name,total_employees,total_records,avg_weekly_work_hours,avg_weekly_claimed_hours,avg_efficiency_percent,avg_confidence_percent,total_monthly_work_hours,total_monthly_claimed_hours
2025-06,"ADC분석개발그룹",11,206,51.01,51.41,92.45,7181.07,2101.82,2118.07
2025-06,"BPM그룹",11,219,40.79,41.87,98.51,6652.97,1786.43,1833.75
2025-06,"Digital Excellence그룹",11,190,45.51,46.36,101.09,6506.84,1729.33,1761.52
2025-06,"MFG Investigation QA그룹",11,205,47.12,47.94,104.41,8476.1,1932.03,1965.37
2025-06,"OES혁신그룹",11,198,41.17,42.35,94.61,6962.63,1630.45,1676.95
2025-06,"P5 T/F",11,205,44.16,45.01,91.31,6353.66,1810.72,1845.57
2025-06,"PM4그룹",11,181,45.07,46.34,98.48,7046.96,1631.42,1677.47
2025-06,"RM그룹",11,183,48.14,49.03,99.1,5991.26,1761.88,1794.48
2025-06,"건설안전그룹",11,202,41.44,42.61,83.1,6311.39,1674.33,1721.63
2025-06,"ADC T/F",10,192,41.64,42.68,90.19,6703.13,1598.88,1638.87
2025-06,"CDO지원그룹",10,177,42.88,43.88,99.11,5955.93,1517.85,1553.45
2025-06,"CSV그룹",10,173,42.49,43.39,98.46,6908.67,1470.12,1501.28
2025-06,"DP Tech Transfer그룹",10,194,42.26,43.16,61.02,8364.95,1639.53,1674.48
2025-06,"ESG그룹",10,165,43.74,44.71,96.84,6383.64,1443.33,1475.33
2025-06,"MSAT Digitalization그룹",10,177,41.9,43.06,98.96,6697.74,1483.37,1524.15
2025-06,"Market Intelligence팀",10,170,41.09,42.02,90.56,5970,1397.17,1428.77
2025-06,"기획그룹",10,176,47.19,48.01,101.02,5638.07,1661.19,1689.95
2025-06,"인프라복지그룹",10,182,42.73,44.07,95.66,7890.11,1555.53,1604.13
2025-06,"환경그룹",10,183,47.17,48.41,97.55,6898.36,1726.29,1771.7
2025-06,"CM개발그룹",9,175,43.28,44.03,100.54,6541.71,1514.68,1541.13
2025-06,"Facility Reliability그룹",9,158,43.89,44.84,97.77,7309.49,1386.82,1416.98
2025-06,"P6 T/F",9,171,47.63,48.65,93.33,6322.81,1628.82,1663.98
2025-06,"PJT정산관리그룹",9,141,40.48,41.56,92.33,7014.89,1141.55,1172.1
2025-06,"QC Operations팀",9,162,43.94,44.97,98.15,6608.02,1423.68,1456.93
2025-06,"Regulatory Affairs그룹",9,161,42.12,43.08,98.54,7270.81,1356.27,1387.28
2025-06,"Sales Operation그룹",9,162,43.09,44.09,97.87,6163.58,1396.08,1428.6
2025-06,"설비구매그룹",9,158,41.37,42.6,95.44,8482.91,1307.33,1346.12
2025-06,"세무그룹",9,155,42.87,43.73,93.74,7294.19,1329.09,1355.63
2025-06,"제도보상그룹",9,138,48.11,49.06,99.22,6016.67,1327.78,1354.02
2025-06,"AI&I그룹",8,132,43.97,45.07,99.38,5758.33,1160.89,1189.72
2025-06,"Contract그룹",8,132,42.58,43.56,99.37,6302.27,1124.03,1150.05
2025-06,"DP Tech Support그룹",8,160,41.06,41.97,96.28,7553.13,1314.01,1343.2
2025-06,"Development QA그룹",8,143,43.48,44.68,98.78,7117.48,1243.67,1277.83
2025-06,"Master Data Management그룹",8,151,43.69,45.09,96.34,8837.09,1319.49,1361.75
2025-06,"경력채용그룹",8,126,44.75,45.69,97.57,6133.33,1127.67,1151.3
2025-06,"노사협력그룹",8,146,49.04,50.19,96.37,6756.85,1431.87,1465.42
2025-06,"인력운영그룹",8,136,42.38,43.38,99.14,6327.94,1152.86,1179.87
2025-06,"진단그룹",8,146,48.34,49.03,93.14,6011.64,1411.47,1431.6
2025-06,"MSAT Compliance그룹",7,138,44.19,45.01,104.91,8106.52,1219.71,1242.15
2025-06,"Open Innovation그룹",7,110,43.09,44.02,101.22,5870,947.89,968.4
2025-06,"Operational Excellence그룹",7,131,42.91,43.66,93.26,6580.15,1124.23,1143.87
2025-06,"QC Performance관리그룹",7,127,52.21,53.11,97.88,7255.91,1326.13,1348.92
2025-06,"mRNA기술그룹",7,116,43.3,44.2,103.19,6443.97,1004.52,1025.52
2025-06,"내부회계운영그룹",7,129,44.13,45.25,98.08,6520.16,1138.55,1167.55
2025-06,"브랜드마케팅그룹",7,118,43.22,44.2,96.59,5987.29,1019.96,1043.13
2025-06,"신입채용그룹",7,119,42.16,43.31,95.24,6778.15,1003.46,1030.67
2025-06,"정보보호팀",7,122,43.95,44.94,106.55,8187.7,1072.29,1096.57
2025-06,"항체기술응용그룹",7,128,41.14,41.87,98.39,6750.78,1053.18,1071.78
2025-06,"APAC Sales그룹",6,110,44.61,45.59,90.27,6396.36,981.47,1002.97
2025-06,"Bio R&D지원그룹",6,106,45.04,46.04,96.69,6424.53,954.92,976.12
2025-06,"IR팀",6,88,43.66,44.51,89.01,6472.73,768.4,783.45
2025-06,"기술교육그룹",6,99,45.37,46.63,96.54,7119.19,898.24,923.23
2025-06,"미디어마케팅그룹",6,96,42.96,44.28,93.15,6514.58,824.86,850.17
2025-06,"미디어커뮤니케이션그룹",6,96,45.7,46.84,90.84,6009.38,877.43,899.35
2025-06,"신사업추진 T/F",6,104,48,48.84,87.42,6651.92,998.32,1015.85
2025-06,"전략마케팅파트",6,102,40.55,41.52,101.84,5821.57,827.23,847.08
2025-06,"준법그룹",6,100,48.75,49.52,87.59,6098,975.02,990.37
2025-06,"투자기획그룹",6,104,43.9,44.88,95.25,5633.65,913.03,933.45
2025-06,"해외법무그룹",6,104,46.15,46.97,94.68,5888.46,959.85,976.92
2025-06,"Batch Disposition그룹",5,87,45.11,46.06,95.04,7601.15,784.88,801.52
2025-06,"CMO SE1그룹",5,85,41.77,42.74,94.07,6007.06,710.04,726.5
2025-06,"CMO SE2그룹",5,74,42.98,44.06,90.88,5990.54,636.1,652.13
2025-06,"Client Quality 3그룹",5,88,43.84,44.55,109.25,7552.27,771.55,784.07
2025-06,"HR Strategy그룹",5,80,48.27,49.42,97.17,5811.25,772.31,790.75
2025-06,"Leadership개발그룹",5,90,52.59,53.84,96.86,7030,946.53,969.08
2025-06,"MSAT Planning그룹",5,84,46.67,47.79,95.92,6270.24,783.98,802.95
2025-06,"PM Biz Excellence파트",5,84,40.05,41.2,93.7,7073.81,672.92,692.22
2025-06,"SHE전략파트",5,84,50.16,51.26,96.94,6177.38,842.63,861.25
2025-06,"국내법무그룹",5,76,45.44,46.4,88.12,6482.89,690.73,705.22
2025-06,"뉴미디어그룹",5,86,48.55,49.7,94.11,6003.49,835.07,854.82
2025-06,"마케팅팀",5,84,42.25,43.18,104.07,6389.29,709.85,725.47
2025-06,"사업개발그룹",5,87,44.42,45.56,93.51,5787.36,772.98,792.68
2025-06,"조직문화그룹",5,95,45.7,46.98,97.85,7087.37,868.38,892.57
2025-06,"CDO SE그룹",4,67,44.4,45.51,77.05,6173.13,594.9,609.78
2025-06,"Client Quality 1그룹",4,58,43.85,44.79,101.98,6951.72,508.63,519.55
2025-06,"Client Quality 2그룹",4,79,48.47,49.27,105.96,7130.38,765.77,778.52
2025-06,"Compliance그룹",4,76,44.18,45.3,95.77,6981.58,671.54,688.53
2025-06,"DP PFS 수행 T/F",4,76,39.08,40.24,84.85,6243.42,593.99,611.62
2025-06,"Operational Technology그룹",4,72,40.71,41.89,95.88,6956.94,586.23,603.15
2025-06,"대외협력팀",4,68,45.27,47.16,83.27,6517.65,615.67,641.42
2025-06,"설비기술연구그룹",4,73,40.19,41.08,90.94,6224.66,586.79,599.72
2025-06,"DNA기술그룹",3,50,44.91,46.05,79.8,6516,449.1,460.52
2025-06,"Global PA파트",3,49,43.25,44.37,90.48,6357.14,423.88,434.83
2025-06,"Plant 1팀",3,47,40.47,41.33,101.2,7644.68,380.43,388.52
2025-06,"Plant 2팀",3,64,42.43,43.65,99.28,7223.44,543.14,558.73
2025-06,"Plant 4A팀",3,61,47.09,48.33,92.23,7231.15,574.51,589.67
2025-06,"Quality PMO그룹",3,56,47.77,48.89,96.66,5357.14,535.07,547.58
2025-06,"오퍼레이션센터",3,43,40.64,41.74,99.05,5793.02,349.48,359
2025-06,"인프라복지팀",3,56,41.87,42.7,98.76,6846.43,468.99,478.22
2025-06,"펩타이드 T/F",3,52,41.54,42.25,98.23,5557.69,432.03,439.38
2025-06,"CDO개발센터",2,38,45.08,45.96,96,5176.32,342.63,349.28
2025-06,"E&F담당",2,41,43.58,44.35,103.57,5424.39,357.32,363.65
2025-06,"EPCV센터",2,38,49.05,50.25,101.04,5150,372.82,381.92
2025-06,"Plant 3팀",2,47,44.56,45.89,115.26,7506.38,418.83,431.38
2025-06,"Plant 4B팀",2,37,40.27,41.35,121.54,7051.35,297.99,306
2025-06,"Talent Management팀",2,35,44.91,46.01,97.03,7117.14,314.38,322.08
2025-06,"영업센터",2,39,41.86,42.76,95.22,5889.74,326.48,333.57
2025-06,"오퍼레이션혁신팀",2,41,45.7,46.52,88.11,6414.63,374.73,381.43
2025-06,"ADC/mRNA운영팀",1,19,40.19,40.87,98.24,7394.74,152.73,155.3
2025-06,"ASAT팀",1,18,50.15,51.16,97.37,8055.56,180.55,184.18
2025-06,"CDO Sales팀",1,2,40,40,39.58,9000,16,16
2025-06,"CMC Support팀",1,18,49.49,50.87,103.31,9144.44,178.17,183.12
2025-06,"Client Quality팀",1,19,48.03,49.04,104.04,7484.21,182.5,186.33
2025-06,"Compliance QA팀",1,22,47.51,48.6,114.19,7986.36,209.06,213.83
2025-06,"DP Compliance팀",1,18,39.43,40.63,97.89,8000,141.93,146.27
2025-06,"Facility Operation팀",1,22,42.62,43.95,109.13,8345.45,187.54,193.37
2025-06,"Facility Technology팀",1,21,45.09,46.56,88.7,8614.29,189.38,195.55
2025-06,"GT기술Lab",1,24,43.55,44.25,103.32,7425,209.02,212.42
2025-06,"Learning·Development팀",1,18,49.86,50.87,98.11,8433.33,179.48,183.12
2025-06,"MSAT 1팀",1,20,43.18,43.98,101.88,8095,172.72,175.93
2025-06,"MSAT 2팀",1,20,50.4,51.5,112.95,7105,201.62,206
2025-06,"MSAT PD팀",1,19,46.26,47.72,102.62,8626.32,175.8,181.35
2025-06,"MSAT Technical Excellence팀",1,22,45.38,46.55,104.24,7618.18,199.67,204.83
2025-06,"People센터",1,18,44.17,45.24,94.88,5405.56,159.01,162.87
2025-06,"Plant 5팀",1,18,51.89,52.75,75.46,8116.67,186.8,189.88
2025-06,"QC Support팀",1,18,52.93,53.38,116.15,7894.44,190.53,192.18
2025-06,"Sales&Operation팀",1,18,49.2,49.84,101.79,8200,177.13,179.42
2025-06,"Talent Acquisition팀",1,17,47.02,48.28,99.23,7352.94,159.88,164.17
2025-06,"Technical QA팀",1,18,41.91,42.7,109.09,8455.56,150.88,153.72
2025-06,"Validation팀",1,9,39.9,41.31,94.58,7255.56,71.83,74.35
2025-06,"바이오연구소",1,5,49.47,50.15,2.12,6400,49.48,50.15
2025-06,"선행공정개발Lab",1,18,42.69,43.41,107.59,7961.11,153.67,156.28
2025-06,"안전환경팀",1,20,42.31,43.51,99.09,7695,169.25,174.05
2025-06,"이물검사·패키징팀",1,25,43.31,43.83,93.49,8108,216.56,219.17
2025-06,"지속가능경영팀",1,18,44.79,45.63,107.89,7538.89,161.23,164.25
2025-06,"항체배양PD팀",1,20,39.67,40.29,95.53,5390,158.67,161.15
2025-06,"항체정제PD팀",1,18,51.64,53,97.9,7855.56,185.92,190.82
2025-05,"Plant 4A 정제그룹",253,4016,49.27,51.37,93.93,5139.32,39569.87,41260.03
2025-05,"Plant 3 정제그룹",249,4043,47.04,50.16,94.53,5291.86,38036.8,40557.57
2025-05,"Plant 3 배양그룹",179,2770,51.54,53.24,101.46,5044.77,28554.27,29492.92
2025-05,"Plant 4A 배양그룹",179,2745,49.85,52.33,103.13,5182.7,27367.08,28728.33
2025-05,"Plant 2 배양그룹",168,2642,48.22,51.96,102.44,5320.59,25478.09,27454.72
2025-05,"물류그룹",163,3158,39.95,42.22,100.92,5814.28,25231.2,26667.6
2025-05,"VI·PKG그룹",156,2324,47.87,49.67,95.33,5206.11,22250.12,23085.68
2025-05,"Plant 2 정제그룹",155,2539,47.11,50.72,92.68,5376.72,23924.13,25755.97
2025-05,"Plant 5 정제그룹",122,2137,50.2,51.54,84.53,5131.02,21455.95,22027.8
2025-05,"Plant 5 배양그룹",111,1815,51.31,52.8,98.91,5161.98,18623.74,19166.7
2025-05,"Plant 4B 배양그룹",103,1663,48.12,50.71,106.02,5204.15,16005.11,16865.82
2025-05,"Plant 4B 정제그룹",103,1720,49.11,51.08,97.33,5351.74,16895.22,17570.72
2025-05,"무균충전2그룹",91,1455,51.54,53.55,63.18,5331.96,14999.43,15584.2
2025-05,"Plant 1 배양그룹",88,1381,50.6,52.38,103.38,5258.87,13975.15,14467.48
2025-05,"Plant 1 정제그룹",88,1460,48.48,50.13,94.69,5278.42,14155.63,14636.83
2025-05,"UT운영그룹",84,1475,44.37,47.85,90.68,5661.69,13088.67,14116.98
2025-05,"Plant Compliance그룹",80,1615,39.49,41.75,98.6,5781.73,12753.89,13484.02
2025-05,"Facility Monitoring그룹",76,1341,48.72,50.29,103.25,5293.44,13067.14,13488.87
2025-05,"MFG QA 1그룹",72,1319,44.94,47.51,99.99,5255.5,11856.09,12532.23
2025-05,"미생물그룹",67,1113,48.56,51.29,107.86,5385.89,10808.66,11417.1
2025-05,"QC샘플관리그룹",64,1059,49.8,51.9,101.22,5304.06,10548.15,10992.72
2025-05,"무균충전1그룹",63,1021,48.94,51.49,57.75,5581.29,9994.1,10514.62
2025-05,"P4 MSAT그룹",57,1087,41.8,43.87,104.79,5022.08,9088.15,9537.5
2025-05,"P1/2 MSAT그룹",55,1103,42.48,44.4,102.95,5303.26,9370.24,9795.7
2025-05,"공정설비그룹",55,1036,42.53,46.48,97.71,5690.64,8813.17,9631.23
2025-05,"P5 MSAT그룹",50,995,43,44.37,103.7,5059.8,8557.27,8829.18
2025-05,"분석개발그룹",47,901,42.85,44.96,104.61,5119.31,7722.17,8101.4
2025-05,"UT보전그룹",46,904,40.69,43.98,88.46,5595.69,7357.06,7952.1
2025-05,"원자재그룹",45,961,41.36,44.44,102.74,5555.67,7949.26,8541.47
2025-05,"Automation그룹",44,869,40.02,44.07,99.84,5804.37,6956.22,7658.87
2025-05,"IPC그룹",44,723,50.04,53.14,103.58,5682.57,7236.27,7684.6
2025-05,"DI Governance그룹",41,734,43.24,46.15,103.16,5306.54,6347.42,6774.75
2025-05,"sP정제그룹",41,660,49.2,51.68,101.23,5390.91,6494.98,6821.92
2025-05,"자재구매그룹",40,744,41.31,44.17,95.76,5114.92,6146.27,6572.23
2025-05,"PD USP그룹",35,703,41.01,43.64,102.63,5656.47,5766.01,6136.12
2025-05,"생화학그룹",35,663,43.74,47.2,102.85,5796.38,5800.23,6259.08
2025-05,"안전그룹",35,615,44.83,48.18,93.54,5490.24,5514.01,5925.63
2025-05,"P3 MSAT그룹",34,630,41.82,43.58,102.69,5230.16,5269.62,5490.53
2025-05,"Production Planning그룹",34,606,41.24,43.25,103.64,5015.68,4997.73,5242.43
2025-05,"이화학그룹",34,647,44.2,47.1,105.74,5900.31,5718.97,6095.28
2025-05,"sP배양그룹",33,550,51.19,53.94,105.93,5359.09,5630.73,5933.82
2025-05,"시험법기술이전그룹",33,586,43.2,46.01,102.6,5329.35,5062.54,5392.52
2025-05,"DS Compliance그룹",29,587,41.62,43.68,102.71,4976.15,4886.46,5127.9
2025-05,"MES그룹",29,505,42.29,44.63,104.03,5251.49,4271.07,4507.38
2025-05,"계측설비그룹",29,548,40.64,44.25,100.81,5474.45,4453.62,4849.95
2025-05,"Validation Oversight그룹",28,526,38.45,40.79,97.67,5270.91,4044.8,4291.57
2025-05,"분자세포엔지니어링그룹",27,513,38.73,41.29,103.06,5363.55,3973.44,4236.33
2025-05,"DP Compliance그룹",25,454,43.2,45.24,103.48,5339.21,3922.39,4107.93
2025-05,"Process Control QA그룹",25,488,42.55,44.79,98.17,4954.92,4153.04,4371.27
2025-05,"분석기술지원그룹",25,454,45.09,47.77,97.66,5190.53,4093.8,4337.62
2025-05,"PMO그룹",24,443,40.62,43.77,96.59,5282.17,3598.91,3877.95
2025-05,"DS System Readiness그룹",23,447,41.6,44.14,101.67,5123.04,3718.68,3946.12
2025-05,"PD DSP그룹",23,455,39.34,42.34,100.79,5765.93,3580.03,3852.82
2025-05,"Analytical QA그룹",22,415,42.3,44.72,103.01,4912.05,3510.94,3711.48
2025-05,"세포주개발그룹",22,464,39.56,42.05,103.64,5165.95,3671.57,3902.07
2025-05,"Process Engineering그룹",21,406,41.59,44.18,101.06,5109.61,3377.06,3587.25
2025-05,"QC장비관리그룹",21,409,45.56,48.47,104.11,5255.5,3726.54,3965.1
2025-05,"정제공정개발그룹",21,389,40.55,42.27,104.05,5104.11,3154.83,3288.83
2025-05,"Audit & Inspection그룹",20,365,41.47,43.88,102.83,5075.34,3027.66,3202.93
2025-05,"Quality Management그룹",19,351,46.47,49,106.34,5045.58,3262.35,3440
2025-05,"New Modality그룹",18,324,43.29,45.17,102.95,5532.41,2805.05,2927.32
2025-05,"Pilot Manufacturing그룹",18,378,42.65,44.22,104.84,5031.75,3224.57,3343.22
2025-05,"정보전략그룹",18,339,43.53,46.77,101.59,5697.64,2951.55,3170.97
2025-05,"NPI Oversight그룹",17,316,39.91,42.4,101.24,5123.42,2522.08,2679.58
2025-05,"QES그룹",17,309,44.63,47.06,102.5,5381.88,2757.97,2908.1
2025-05,"Quality Improvement그룹",17,307,49.02,51,104.56,4923.45,3009.78,3131.2
2025-05,"AAV기술그룹",16,256,40.68,43.94,103.58,5535.16,2082.85,2249.52
2025-05,"Non-Routine시험그룹",16,303,39.69,42.85,105.57,5783.83,2405.48,2596.48
2025-05,"배양공정개발그룹",16,350,37.79,39.75,102.51,5181.43,2645.05,2782.47
2025-05,"항체기술개발그룹",16,281,42.78,44.77,102.62,5781.14,2404.25,2516.17
2025-05,"ADC/mRNA제조그룹",15,308,43.15,44.91,99.25,5715.91,2658.17,2766.33
2025-05,"Facility&Utility Engineering그룹",15,272,39.78,42.56,92.53,5240.81,2164.24,2315.22
2025-05,"PM3그룹",15,253,39.46,43.07,89.74,5774.7,1996.77,2179.52
2025-05,"PM1그룹",14,243,39.15,42.71,96.42,5586.42,1902.88,2075.65
2025-05,"PM2그룹",14,248,41.59,44.57,102.86,5550.4,2063.07,2210.7
2025-05,"구매전략그룹",14,259,40.46,43.77,98.5,5187.26,2095.67,2267.4
2025-05,"ADC공정개발그룹",13,271,45.91,46.75,93.97,5210.33,2488.35,2533.78
2025-05,"QC Compliance그룹",13,236,48.83,50.62,105.47,4877.12,2304.9,2389.48
2025-05,"재무그룹",13,238,45.8,48.58,104.9,5292.02,2180.07,2312.37
2025-05,"DI 개선 T/F",12,233,42.73,44.85,105.66,5002.15,1991.4,2090.17
2025-05,"EBS그룹",12,219,43.4,46.06,103.72,5337.9,1901.05,2017.4
2025-05,"MFG QA 2그룹",12,238,43.88,45.55,111.71,5109.24,2088.84,2168.22
2025-05,"Material QA그룹",12,249,40.63,43.05,100.59,5074.3,2023.43,2143.87
2025-05,"경영지원그룹",12,224,49.22,51.49,104.1,5243.3,2204.93,2306.6
2025-05,"오퍼레이션지원그룹",12,205,41,42.86,98.7,4978.05,1681.19,1757.15
2025-05,"외주구매그룹",12,232,39.91,42.92,101.47,5148.71,1851.84,1991.32
2025-05,"운영그룹",12,222,50.74,53.13,103.38,5220.72,2252.91,2359.18
2025-05,"제형개발그룹",12,206,42.49,44.6,104.61,5021.84,1750.45,1837.53
2025-05,"ADC분석개발그룹",11,187,47.52,48.72,89.07,5237.97,1777.13,1822.08
2025-05,"BPM그룹",11,207,39.41,42.15,102.67,5439.61,1631.41,1745.12
2025-05,"Digital Excellence그룹",11,190,42.86,44.83,102.9,4976.32,1628.72,1703.62
2025-05,"MFG Investigation QA그룹",11,219,44.28,46.32,101.28,4990.87,1939.3,2028.87
2025-05,"OES혁신그룹",11,199,40.66,43.25,101.9,5527.64,1618.23,1721.4
2025-05,"P5 T/F",11,209,42.83,45,95.81,5528.71,1790.15,1881.08
2025-05,"RM그룹",11,210,46.29,50.34,102.55,5395.24,1944.14,2114.28
2025-05,"건설안전그룹",11,208,39.98,42.79,83.94,5430.29,1663.11,1779.88
2025-05,"ADC T/F",10,181,40.11,42.82,89.23,5245.86,1451.92,1550.15
2025-05,"CDO지원그룹",10,169,39.78,42.12,104.66,5088.76,1344.46,1423.65
2025-05,"CSV그룹",10,169,40.44,42.7,106.49,5189.35,1366.83,1443.42
2025-05,"DP Tech Transfer그룹",10,202,42.06,44.76,35.96,5334.16,1699.28,1808.22
2025-05,"ESG그룹",10,203,45.24,47.64,99.74,5396.55,1836.8,1934.05
2025-05,"Market Intelligence팀",10,164,41.78,44.06,98.33,5435.98,1370.48,1445.15
2025-05,"PM4그룹",10,169,42.81,45.96,105.43,5369.82,1447.12,1553.6
2025-05,"기획그룹",10,191,47.22,49.27,105.89,5259.16,1803.74,1881.97
2025-05,"인프라복지그룹",10,188,42.51,46.05,103.04,5776.6,1598.31,1731.43
2025-05,"환경그룹",10,184,46.75,49.73,100.98,5141.3,1720.52,1830
2025-05,"CM개발그룹",9,157,42.83,44.91,106.41,5449.04,1345.02,1410.1
2025-05,"Facility Reliability그룹",9,164,40.44,43.29,104.72,4984.76,1326.44,1419.83
2025-05,"MSAT Digitalization그룹",9,173,39.79,43.18,102.95,5167.63,1376.72,1493.93
2025-05,"P6 T/F",9,179,44.23,46.95,87.35,5231.84,1583.31,1680.83
2025-05,"PJT정산관리그룹",9,144,37.29,40.16,102.45,5454.86,1073.86,1156.63
2025-05,"QC Operations팀",9,171,41.45,44.6,104.19,5119.88,1417.44,1525.32
2025-05,"Regulatory Affairs그룹",9,163,40.71,42.97,104.4,5003.07,1327.06,1400.77
2025-05,"Sales Operation그룹",9,171,42.17,44.46,101.41,5347.95,1442.3,1520.37
2025-05,"설비구매그룹",9,173,39.23,42.32,94.06,5115.61,1357.24,1464.13
2025-05,"세무그룹",9,162,42.2,44.66,105.7,5376.54,1367.32,1447.07
2025-05,"Contract그룹",8,141,44.63,47.03,95.74,5393.62,1258.64,1326.18
2025-05,"DP Tech Support그룹",8,167,41.32,43.72,104.48,5511.98,1380.19,1460.17
2025-05,"Development QA그룹",8,158,42.09,44.61,102.16,4936.71,1330.18,1409.53
2025-05,"Master Data Management그룹",8,148,41.08,44.92,100.08,5800.68,1215.87,1329.6
2025-05,"경력채용그룹",8,140,43,45.26,106.65,5246.43,1203.86,1267.38
2025-05,"노사협력그룹",8,118,44.25,47.02,100.72,5491.53,1044.33,1109.78
2025-05,"인력운영그룹",8,147,41,43.64,108.2,5435.37,1205.54,1283.08
2025-05,"제도보상그룹",8,134,47.17,49.58,103.9,5313.43,1264.22,1328.85
2025-05,"진단그룹",8,156,48.17,50.09,104.51,5391.03,1502.95,1562.88
2025-05,"AI&I그룹",7,116,43.75,45.96,102.81,4987.07,1015.1,1066.37
2025-05,"MSAT Compliance그룹",7,139,47.06,49.29,99.4,5061.15,1308.27,1370.18
2025-05,"Open Innovation그룹",7,128,42.07,44.24,104.53,5273.44,1076.96,1132.48
2025-05,"Operational Excellence그룹",7,135,42.02,44.09,97.29,5025.93,1134.59,1190.38
2025-05,"QC Performance관리그룹",7,142,49.16,51.41,103.24,4985.92,1396.08,1460.03
2025-05,"mRNA기술그룹",7,143,40.17,42.17,102.92,5465.03,1148.72,1206.12
2025-05,"내부회계운영그룹",7,129,43.1,45.89,103.07,5627.91,1111.92,1183.88
2025-05,"브랜드마케팅그룹",7,124,42.68,45.35,102.17,5278.23,1058.54,1124.75
2025-05,"신입채용그룹",7,113,45.17,48.6,96.2,5977.88,1020.78,1098.37
2025-05,"항체기술응용그룹",7,127,40.79,42.68,102.43,5822.83,1036.16,1083.95
2025-05,"APAC Sales그룹",6,85,43.08,45.95,97.7,5500,732.35,781.18
2025-05,"Bio R&D지원그룹",6,105,42.64,45.05,102.62,5466.67,895.43,946.1
2025-05,"IR팀",6,82,45.7,49.5,98.54,5524.39,749.5,811.85
2025-05,"기술교육그룹",6,112,42.4,45.38,109.48,5584.82,949.73,1016.58
2025-05,"미디어커뮤니케이션그룹",6,110,45.19,48.66,85.78,5195.45,994.23,1070.5
2025-05,"신사업추진 T/F",6,105,46.77,49.28,83.85,5495.24,982.17,1034.82
2025-05,"전략마케팅파트",6,105,39.11,41.66,103.67,5233.33,821.26,874.87
2025-05,"정보보호팀",6,113,42.79,44.98,104.37,4920.35,967.01,1016.47
2025-05,"준법그룹",6,105,49.47,51.64,100.27,5314.29,1038.83,1084.42
2025-05,"투자기획그룹",6,106,41.6,44.08,103.41,5301.89,881.93,934.43
2025-05,"Batch Disposition그룹",5,84,41.63,44.57,100.66,5053.57,699.44,748.82
2025-05,"CMO SE1그룹",5,95,40.87,43.18,97.55,5405.26,776.5,820.33
2025-05,"CMO SE2그룹",5,83,43.01,45.77,100.39,5156.63,713.93,759.78
2025-05,"Client Quality 3그룹",5,95,46.26,48.74,99.65,4984.21,879.02,926.1
2025-05,"HR Strategy그룹",5,89,45.45,48.28,99.7,5224.72,809,859.4
2025-05,"Leadership개발그룹",5,98,50.38,53.01,105.75,5209.18,987.37,1039.02
2025-05,"MSAT Planning그룹",5,71,40.8,43.95,102.68,5154.93,579.34,624.07
2025-05,"PM Biz Excellence파트",5,79,38.4,41.46,101.57,5506.33,606.65,655.08
2025-05,"SHE전략파트",5,91,47.79,50.59,104.18,4950.55,869.81,920.75
2025-05,"국내법무그룹",5,80,45.57,47.7,101.02,5706.25,729.09,763.23
2025-05,"뉴미디어그룹",5,89,44.24,47.13,99.2,5028.09,787.42,838.98
2025-05,"마케팅팀",5,76,41.54,44,103.37,5269.74,631.42,668.8
2025-05,"미디어마케팅그룹",5,93,41.19,44.17,99.62,5629.03,766.11,821.48
2025-05,"사업개발그룹",5,90,44.22,46.72,104.08,5488.89,795.96,841
2025-05,"조직문화그룹",5,91,44.07,47.91,103.57,5818.68,802.03,871.95
2025-05,"해외법무그룹",5,94,43.98,45.95,101.34,5313.83,826.9,863.9
2025-05,"CDO SE그룹",4,64,44.81,47.92,77.65,5859.38,573.57,613.32
2025-05,"Client Quality 1그룹",4,75,41.12,43.84,99.75,4980,616.77,657.65
2025-05,"Client Quality 2그룹",4,69,45.1,47.23,98.88,5014.49,622.34,651.82
2025-05,"Compliance그룹",4,68,46.89,50.16,99.27,5632.35,637.67,682.13
2025-05,"DP PFS 수행 T/F",4,75,38.1,40.78,78.8,5280,571.51,611.7
2025-05,"Operational Technology그룹",4,81,39.41,42.21,96.49,5240.74,638.42,683.75
2025-05,"대외협력팀",4,75,44.31,49.56,86.25,5526.67,664.62,743.37
2025-05,"설비기술연구그룹",4,78,41.04,43.16,89.16,5307.69,640.16,673.35
2025-05,"DNA기술그룹",3,53,43.5,45.65,76.83,5886.79,461.12,483.93
2025-05,"Global PA파트",3,50,41.32,44.21,102.17,5250,413.22,442.1
2025-05,"Plant 2팀",3,59,44.59,47.89,104.56,5533.9,526.2,565.05
2025-05,"Plant 4A팀",3,65,46.03,49.63,102.9,5269.23,598.35,645.18
2025-05,"Quality PMO그룹",3,60,49.19,51.7,100.92,5158.33,590.27,620.43
2025-05,"오퍼레이션센터",3,53,38.51,41.27,104.58,5009.43,408.2,437.45
2025-05,"인프라복지팀",3,48,43.24,45.47,100.81,5614.58,415.14,436.53
2025-05,"펩타이드 T/F",3,47,40.66,42.33,106.05,5159.57,382.17,397.92
2025-05,"CDO개발센터",2,36,40.21,42.32,101.38,4916.67,289.52,304.73
2025-05,"E&F담당",2,42,41.46,43.46,108.73,4940.48,348.26,365.05
2025-05,"EPCV센터",2,38,45.39,48.36,99.78,5078.95,344.94,367.57
